Timestamp,Level,Target,Message
"2026-03-26T08:17:22.7326825-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:17:27.4756274-05:00","INFO","10.230.25.31","Device UP. Ping OK (442 ms)"
"2026-03-26T08:21:59.2325961-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:22:03.9226969-05:00","INFO","10.230.25.71","Device UP. Ping OK (237 ms)"
"2026-03-26T08:22:09.2339733-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:22:13.9526648-05:00","INFO","10.230.25.71","Device UP. Ping OK (266 ms)"
"2026-03-26T08:22:55.2318458-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:23:00.1640436-05:00","INFO","10.230.25.31","Device UP. Ping OK (647 ms)"
"2026-03-26T08:23:10.2340844-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:23:15.5154714-05:00","INFO","10.230.25.31","Device UP. Ping OK (578 ms)"
"2026-03-26T08:23:25.7279067-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:23:30.7302113-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:23:35.2041333-05:00","INFO","10.230.25.31","Device UP. Ping OK (33 ms)"
"2026-03-26T08:23:41.2311621-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:23:46.1948457-05:00","INFO","10.230.25.31","Device UP. Ping OK (858 ms)"
"2026-03-26T08:23:46.7278174-05:00","WARN","10.230.25.71","Warning state. Ping failed: TimedOut"
"2026-03-26T08:23:51.0511531-05:00","INFO","10.230.25.71","Device UP. Ping OK (541 ms)"
"2026-03-26T08:24:16.7331113-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:24:21.2512662-05:00","INFO","10.230.25.31","Device UP. Ping OK (264 ms)"
"2026-03-26T08:24:31.7324619-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:24:36.6070216-05:00","INFO","10.230.25.31","Device UP. Ping OK (412 ms)"
"2026-03-26T08:25:23.2346446-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:25:27.6245583-05:00","INFO","10.230.25.31","Device UP. Ping OK (366 ms)"
"2026-03-26T08:25:33.2340505-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:25:37.6132795-05:00","INFO","10.230.25.31","Device UP. Ping OK (144 ms)"
"2026-03-26T08:25:58.7348940-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:26:03.3991616-05:00","INFO","10.230.25.31","Device UP. Ping OK (348 ms)"
"2026-03-26T08:26:13.7391724-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:26:18.7142079-05:00","INFO","10.230.25.31","Device UP. Ping OK (454 ms)"
"2026-03-26T08:26:44.2334705-05:00","WARN","10.230.25.31","Warning state. Ping failed: TimedOut"
"2026-03-26T08:26:49.2341300-05:00","WARN","10.230.25.31","Device DOWN after 2 failed pings. Ping failed: TimedOut"
"2026-03-26T08:26:54.3870714-05:00","INFO","10.230.25.31","Device UP. Ping OK (480 ms)"
